Round,Bosnia,Serbia,Moldova,Finland,"UKR, Kiev","UKR, Western Ukraine less Kiev","UKR, Eastern Ukraine","NATO, sans USA","NATO, the United States",Sweden,Russia
14,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
15,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
16,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
17,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
18,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
19,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
20,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
21,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
22,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
23,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
24,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
25,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
26,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
27,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
28,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
29,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
30,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
31,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
32,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
33,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
34,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
35,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
36,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
37,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
38,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
39,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
40,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
41,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
42,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
43,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
44,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
45,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
46,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
47,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
48,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
49,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
50,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
51,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
52,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
53,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
54,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
55,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
56,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
57,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
58,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
59,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
60,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
61,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
62,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
63,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
64,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
65,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
66,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
67,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
68,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
69,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
70,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
71,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
72,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
73,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
74,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
75,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
76,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
77,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
78,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
79,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
80,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
81,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
82,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
83,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
84,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
85,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
86,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
87,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
88,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
89,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
90,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
91,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
92,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
93,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
94,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
95,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
96,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
97,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
98,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
99,0.9780938726802364,0.9977997284995125,0.9932916021898126,0.9990326085315356,0.99994726722586,0.9999870693197835,0.9992989112778066,0.964370603801908,0.8997809483066721,0.9159897573220624,0.9750938566103218
